,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
6198,Viana do Alentejo,2024,2,Évora,171,3612,0,0,0,21,15,5,5,2941,30,807,5,46,3783
6199,Viana do Alentejo,2024,3,Évora,186,3603,6,0,0,38,30,12,6,2943,30,811,5,92,3789
6200,Viana do Castelo,2022,3,Viana do Castelo,24663,31409,14,1,0,75,47,53,19,46086,487,9037,462,209,56072
6201,Viana do Castelo,2022,4,Viana do Castelo,25695,30419,19,0,0,141,128,132,52,46114,487,9041,472,472,56114
6202,Viana do Castelo,2022,5,Viana do Castelo,24369,31770,14,0,0,177,119,123,53,46136,487,9052,464,486,56139
6203,Viana do Castelo,2022,6,Viana do Castelo,24482,31749,14,2,0,195,148,129,73,46204,487,9070,470,561,56231
6204,Viana do Castelo,2022,7,Viana do Castelo,23614,32708,18,1,0,165,125,119,44,46257,488,9091,486,472,56322
6205,Viana do Castelo,2022,8,Viana do Castelo,23472,32892,14,0,0,210,154,158,66,46310,488,9104,462,602,56364
6206,Viana do Castelo,2022,9,Viana do Castelo,21938,34470,16,0,0,130,111,138,37,46346,489,9117,456,432,56408
6207,Viana do Castelo,2022,10,Viana do Castelo,20934,35524,48,1,0,127,92,170,24,46398,489,9114,457,462,56458
6208,Viana do Castelo,2022,11,Viana do Castelo,20729,35793,300,0,0,170,121,149,47,46449,491,9130,452,787,56522
6209,Viana do Castelo,2022,12,Viana do Castelo,19739,36839,578,0,0,150,115,147,44,46477,491,9144,466,1034,56578
6210,Viana do Castelo,2023,1,Viana do Castelo,18756,37883,682,0,4,226,131,196,67,46540,491,9159,449,1306,56639
6211,Viana do Castelo,2023,2,Viana do Castelo,17705,38974,400,0,6,194,150,173,62,46558,491,9186,444,985,56679
6212,Viana do Castelo,2023,3,Viana do Castelo,14967,41730,816,2,31,220,174,197,53,46541,491,9215,450,1493,56697
6213,Viana do Castelo,2023,4,Viana do Castelo,14677,42020,344,1,0,232,168,148,64,46541,491,9215,450,957,56697
6214,Viana do Castelo,2023,5,Viana do Castelo,14571,42126,539,0,0,283,175,155,90,46541,491,9215,450,1242,56697
6215,Viana do Castelo,2023,6,Viana do Castelo,13698,43220,362,0,0,246,193,147,77,46691,491,9265,471,1025,56918
6216,Viana do Castelo,2023,7,Viana do Castelo,12600,44411,16,0,0,256,185,180,80,46733,492,9290,496,717,57011
6217,Viana do Castelo,2023,8,Viana do Castelo,14458,42569,37,0,27,237,173,197,77,46786,492,9291,458,748,57027
6218,Viana do Castelo,2023,9,Viana do Castelo,11208,45849,32,0,0,216,143,191,58,46811,493,9295,458,640,57057
6219,Viana do Castelo,2023,10,Viana do Castelo,9666,47441,71,0,2,299,214,256,77,46853,493,9307,454,919,57107
6220,Viana do Castelo,2023,11,Viana do Castelo,8265,48878,15,0,1,378,272,296,69,46867,494,9331,451,1031,57143
6221,Viana do Castelo,2023,12,Viana do Castelo,7920,49268,14,0,1,215,169,253,45,46912,495,9328,453,697,57188
6222,Viana do Castelo,2024,1,Viana do Castelo,7510,49693,18,0,1,355,204,336,53,46948,495,9326,434,967,57203
6223,Viana do Castelo,2024,2,Viana do Castelo,7052,50165,15,0,0,187,142,165,26,46965,495,9328,429,535,57217
6224,Viana do Castelo,2024,3,Viana do Castelo,6601,50631,16,0,2,290,205,238,57,46968,494,9338,432,808,57232
6225,Vidigueira,2022,3,Beja,909,3089,0,0,0,13,8,3,7,3024,29,929,16,31,3998
6226,Vidigueira,2022,4,Beja,880,3121,0,0,0,33,37,9,16,3024,29,931,17,95,4001
6227,Vidigueira,2022,5,Beja,767,3230,0,0,0,47,34,11,11,3020,29,931,17,103,3997
6228,Vidigueira,2022,6,Beja,873,3127,1,0,0,48,39,10,13,3024,29,928,19,111,4000
6229,Vidigueira,2022,7,Beja,696,3302,1,0,0,37,35,14,8,3020,29,932,17,95,3998
6230,Vidigueira,2022,8,Beja,623,3386,1,0,0,39,40,16,15,3020,29,934,26,111,4009
6231,Vidigueira,2022,9,Beja,591,3414,2,1,0,38,34,15,12,3027,29,931,18,102,4005
6232,Vidigueira,2022,10,Beja,588,3435,5,0,0,24,28,20,6,3037,29,939,18,83,4023
6233,Vidigueira,2022,11,Beja,601,3419,61,0,0,29,23,18,5,3033,29,940,18,136,4020
6234,Vidigueira,2022,12,Beja,578,3443,59,0,1,28,29,15,11,3033,29,940,19,143,4021
6235,Vidigueira,2023,1,Beja,572,3451,49,0,2,48,34,10,5,3034,29,943,17,148,4023
6236,Vidigueira,2023,2,Beja,566,3459,50,0,0,43,31,9,9,3036,29,942,18,142,4025
6237,Vidigueira,2023,3,Beja,531,3497,21,0,2,35,30,18,16,3040,29,942,17,122,4028
6238,Vidigueira,2023,4,Beja,516,3512,22,0,0,31,24,8,10,3040,29,942,17,95,4028
6239,Vidigueira,2023,5,Beja,537,3491,16,0,0,47,37,16,13,3040,29,942,17,129,4028
6240,Vidigueira,2023,6,Beja,537,3512,5,0,0,43,34,8,14,3047,29,952,21,104,4049
6241,Vidigueira,2023,7,Beja,518,3533,1,0,0,32,33,11,8,3057,29,949,16,85,4051
6242,Vidigueira,2023,8,Beja,498,3559,0,0,3,30,25,20,4,3061,29,949,18,82,4057
6243,Vidigueira,2023,9,Beja,478,3575,2,0,0,26,21,14,5,3066,29,942,16,68,4053
6244,Vidigueira,2023,10,Beja,454,3603,3,0,0,33,22,15,20,3069,29,942,17,93,4057
6245,Vidigueira,2023,11,Beja,427,3639,0,0,0,51,49,11,13,3072,29,946,19,124,4066
6246,Vidigueira,2023,12,Beja,390,3679,1,0,0,35,27,17,7,3076,29,945,19,87,4069
6247,Vidigueira,2024,1,Beja,368,3691,1,0,0,41,30,19,7,3073,29,941,16,98,4059
6248,Vidigueira,2024,2,Beja,282,3772,1,0,0,18,14,8,2,3071,29,937,17,43,4054
6249,Vidigueira,2024,3,Beja,232,3836,2,0,0,26,19,15,6,3077,29,939,23,68,4068
6250,Vieira do Minho,2022,3,Braga,5896,2594,1,0,0,0,0,1,3,7208,140,1070,72,5,8490
6251,Vieira do Minho,2022,4,Braga,5727,2764,4,0,0,9,6,4,6,7208,140,1070,73,29,8491
6252,Vieira do Minho,2022,5,Braga,5682,2820,1,0,0,19,15,8,8,7218,140,1072,72,51,8502
6253,Vieira do Minho,2022,6,Braga,5756,2762,2,0,0,17,13,5,11,7231,140,1075,72,48,8518
6254,Vieira do Minho,2022,7,Braga,5347,3197,2,0,0,18,15,9,7,7251,140,1077,76,51,8544
6255,Vieira do Minho,2022,8,Braga,4966,3591,0,0,0,20,17,8,5,7271,140,1077,69,50,8557
6256,Vieira do Minho,2022,9,Braga,4665,3935,2,0,0,16,12,10,7,7274,140,1076,110,47,8600
6257,Vieira do Minho,2022,10,Braga,4595,3961,10,0,0,14,16,8,4,7275,140,1074,67,52,8556
6258,Vieira do Minho,2022,11,Braga,4653,3906,222,0,0,22,15,15,8,7276,140,1076,67,282,8559
6259,Vieira do Minho,2022,12,Braga,4456,4111,226,0,0,11,9,23,6,7283,140,1077,67,275,8567
6260,Vieira do Minho,2023,1,Braga,4215,4357,139,0,0,23,14,18,11,7282,140,1081,69,205,8572
6261,Vieira do Minho,2023,2,Braga,4211,4374,149,0,0,24,21,11,8,7290,140,1083,72,213,8585
6262,Vieira do Minho,2023,3,Braga,4168,4416,198,0,1,27,17,11,9,7289,140,1083,72,263,8584
6263,Vieira do Minho,2023,4,Braga,4061,4523,150,0,1,28,21,5,10,7289,140,1083,72,215,8584
6264,Vieira do Minho,2023,5,Braga,3693,4891,319,0,1,34,23,15,8,7289,140,1083,72,400,8584
6265,Vieira do Minho,2023,6,Braga,3379,5238,35,0,0,32,17,10,20,7324,142,1083,68,114,8617
6266,Vieira do Minho,2023,7,Braga,3037,5594,0,1,0,37,34,18,27,7335,142,1086,68,117,8631
6267,Vieira do Minho,2023,8,Braga,2979,5662,6,0,8,38,31,13,20,7340,142,1088,71,116,8641
6268,Vieira do Minho,2023,9,Braga,2852,5795,5,0,1,23,20,11,15,7345,142,1087,73,75,8647
6269,Vieira do Minho,2023,10,Braga,2723,5924,3,0,0,37,33,17,8,7348,142,1089,68,98,8647
6270,Vieira do Minho,2023,11,Braga,2593,6048,1,0,0,62,42,16,7,7346,142,1087,66,128,8641
6271,Vieira do Minho,2023,12,Braga,2450,6207,4,0,0,35,28,24,2,7356,142,1089,70,93,8657
6272,Vieira do Minho,2024,1,Braga,2349,6305,0,0,0,41,30,31,22,7354,142,1089,69,124,8654
6273,Vieira do Minho,2024,2,Braga,1902,6754,2,0,0,22,19,11,9,7352,142,1093,69,63,8656
6274,Vieira do Minho,2024,3,Braga,1893,6767,2,0,1,31,24,22,9,7354,142,1095,69,89,8660
6275,Vila Flor,2022,3,Bragança,2950,2766,0,0,0,6,7,3,6,4362,60,1274,20,22,5716
6276,Vila Flor,2022,4,Bragança,2919,2802,1,0,0,10,8,9,5,4365,60,1277,19,33,5721
6277,Vila Flor,2022,5,Bragança,2881,2829,0,0,0,28,16,15,4,4355,60,1276,19,63,5710
6278,Vila Flor,2022,6,Bragança,2866,2845,1,0,0,25,29,7,7,4352,60,1280,19,69,5711
6279,Vila Flor,2022,7,Bragança,2834,2878,0,0,0,17,13,3,6,4355,60,1277,20,39,5712
6280,Vila Flor,2022,8,Bragança,2808,2903,0,0,0,30,22,7,11,4356,60,1277,18,70,5711
6281,Vila Flor,2022,9,Bragança,2849,2851,1,0,0,24,23,7,5,4348,60,1275,17,60,5700
6282,Vila Flor,2022,10,Bragança,2699,3003,3,1,0,16,17,12,12,4347,60,1278,17,61,5702
6283,Vila Flor,2022,11,Bragança,2772,2924,33,0,0,18,12,14,9,4348,61,1271,16,86,5696
6284,Vila Flor,2022,12,Bragança,2637,3054,71,0,0,21,19,9,9,4349,61,1265,16,129,5691
6285,Vila Flor,2023,1,Bragança,2461,3235,28,0,0,22,20,13,10,4351,61,1268,16,93,5696
6286,Vila Flor,2023,2,Bragança,2469,3237,38,0,0,27,22,12,7,4358,62,1268,18,106,5706
6287,Vila Flor,2023,3,Bragança,2495,3209,32,0,0,19,18,8,16,4357,62,1267,18,93,5704
6288,Vila Flor,2023,4,Bragança,2354,3350,149,0,0,18,15,3,14,4357,62,1267,18,199,5704
6289,Vila Flor,2023,5,Bragança,2337,3367,28,0,0,28,22,13,7,4357,62,1267,18,98,5704
6290,Vila Flor,2023,6,Bragança,2331,3388,2,0,0,19,21,8,14,4355,64,1281,19,64,5719
6291,Vila Flor,2023,7,Bragança,2117,3609,0,0,0,29,22,18,8,4355,64,1286,21,77,5726
6292,Vila Flor,2023,8,Bragança,2221,3511,1,0,4,24,20,22,10,4366,64,1284,18,81,5732
6293,Vila Flor,2023,9,Bragança,1847,3880,2,0,0,21,17,8,11,4360,64,1286,17,59,5727
6294,Vila Flor,2023,10,Bragança,1748,3977,2,0,0,25,20,17,12,4364,64,1280,17,76,5725
6295,Vila Flor,2023,11,Bragança,1678,4035,1,0,0,33,22,14,7,4362,64,1274,13,77,5713
6296,Vila Flor,2023,12,Bragança,1433,4272,2,0,0,26,14,17,8,4355,64,1273,13,67,5705
6297,Vila Flor,2024,1,Bragança,1379,4318,0,0,0,26,25,21,12,4346,65,1273,13,84,5697
6298,Vila Flor,2024,2,Bragança,701,4979,0,0,0,12,6,8,3,4333,65,1269,13,29,5680
6299,Vila Flor,2024,3,Bragança,533,5148,1,0,4,21,12,10,6,4334,65,1269,13,54,5681
6300,Vila Franca de Xira,2022,3,Lisboa,28105,49209,6,1,0,234,208,97,80,61002,383,15659,270,626,77314
6301,Vila Franca de Xira,2022,4,Lisboa,27936,49395,6,1,0,433,394,269,150,61000,387,15668,276,1253,77331
6302,Vila Franca de Xira,2022,5,Lisboa,25925,51471,11,0,0,537,393,262,123,61047,388,15685,276,1326,77396
6303,Vila Franca de Xira,2022,6,Lisboa,26843,50636,10,0,0,611,471,237,159,61092,388,15704,295,1488,77479
6304,Vila Franca de Xira,2022,7,Lisboa,24899,52592,5,0,0,495,392,212,124,61130,388,15722,251,1228,77491
6305,Vila Franca de Xira,2022,8,Lisboa,24373,53202,7,2,0,637,523,261,172,61195,391,15733,256,1602,77575
6306,Vila Franca de Xira,2022,9,Lisboa,23870,53761,9,1,0,485,410,251,123,61213,392,15766,260,1279,77631
6307,Vila Franca de Xira,2022,10,Lisboa,22161,55519,81,0,0,421,369,331,101,61261,392,15779,248,1303,77680
6308,Vila Franca de Xira,2022,11,Lisboa,21776,56006,911,0,0,536,380,263,103,61346,392,15799,245,2193,77782
6309,Vila Franca de Xira,2022,12,Lisboa,19637,58199,974,1,14,470,373,301,116,61381,394,15817,244,2249,77836
6310,Vila Franca de Xira,2023,1,Lisboa,20104,57771,684,0,73,852,524,355,152,61414,394,15820,247,2640,77875
6311,Vila Franca de Xira,2023,2,Lisboa,17299,60617,2176,0,22,647,513,367,137,61440,394,15837,245,3862,77916
6312,Vila Franca de Xira,2023,3,Lisboa,15191,62768,839,1,36,732,561,425,159,61485,395,15833,246,2753,77959
6313,Vila Franca de Xira,2023,4,Lisboa,14646,63313,828,0,6,700,521,245,165,61485,395,15833,246,2465,77959
6314,Vila Franca de Xira,2023,5,Lisboa,13275,64684,1268,0,4,891,601,306,192,61485,395,15833,246,3262,77959
6315,Vila Franca de Xira,2023,6,Lisboa,12758,65547,114,1,0,779,625,321,157,61694,395,15923,293,1997,78305
6316,Vila Franca de Xira,2023,7,Lisboa,12041,66253,12,0,7,768,577,298,174,61725,396,15926,247,1836,78294
6317,Vila Franca de Xira,2023,8,Lisboa,11491,66870,16,0,81,723,545,315,204,61762,396,15950,253,1884,78361
6318,Vila Franca de Xira,2023,9,Lisboa,10787,67604,12,0,2,669,528,318,149,61780,396,15963,252,1678,78391
6319,Vila Franca de Xira,2023,10,Lisboa,10046,68429,22,0,3,774,572,341,155,61844,405,15985,241,1867,78475
6320,Vila Franca de Xira,2023,11,Lisboa,9538,68960,12,0,3,941,670,390,138,61844,404,16002,248,2154,78498
6321,Vila Franca de Xira,2023,12,Lisboa,8745,69792,6,1,0,489,406,368,96,61878,404,16007,248,1366,78537
6322,Vila Franca de Xira,2024,1,Lisboa,8176,70428,10,0,2,861,533,430,134,61936,404,16021,243,1970,78604
6323,Vila Franca de Xira,2024,2,Lisboa,7187,71449,5,1,2,385,293,206,51,61974,404,16018,240,943,78636
6324,Vila Franca de Xira,2024,3,Lisboa,6958,71710,7,0,3,693,492,298,122,61993,404,16034,237,1615,78668
6325,Vila Nova da Barquinha,2022,3,Santarém,2610,1704,2,0,0,11,7,6,3,3528,56,707,23,29,4314
6326,Vila Nova da Barquinha,2022,4,Santarém,2643,1678,3,0,0,16,16,12,5,3535,56,708,22,52,4321
6327,Vila Nova da Barquinha,2022,5,Santarém,2540,1782,5,0,0,22,16,6,4,3535,56,709,22,53,4322
6328,Vila Nova da Barquinha,2022,6,Santarém,2598,1732,5,0,0,19,18,5,12,3543,56,710,21,59,4330
6329,Vila Nova da Barquinha,2022,7,Santarém,2447,1885,3,0,0,14,13,8,8,3544,56,711,21,46,4332
6330,Vila Nova da Barquinha,2022,8,Santarém,2398,1937,1,0,0,26,18,10,9,3548,56,710,21,64,4335
6331,Vila Nova da Barquinha,2022,9,Santarém,2272,2054,2,0,0,11,12,11,6,3543,56,707,20,42,4326
6332,Vila Nova da Barquinha,2022,10,Santarém,2167,2160,7,0,0,17,14,16,9,3545,56,707,19,63,4327
6333,Vila Nova da Barquinha,2022,11,Santarém,2211,2120,119,1,0,22,18,14,6,3550,56,706,19,180,4331
6334,Vila Nova da Barquinha,2022,12,Santarém,1824,2514,143,0,1,18,15,19,8,3556,56,706,20,204,4338
6335,Vila Nova da Barquinha,2023,1,Santarém,1653,2692,186,0,3,31,25,18,7,3566,56,703,20,270,4345
6336,Vila Nova da Barquinha,2023,2,Santarém,1634,2718,107,0,0,22,19,20,7,3568,56,709,19,175,4352
6337,Vila Nova da Barquinha,2023,3,Santarém,1398,2959,139,0,0,27,21,19,21,3572,56,710,19,227,4357
6338,Vila Nova da Barquinha,2023,4,Santarém,1342,3015,57,0,0,36,30,14,13,3572,56,710,19,150,4357
6339,Vila Nova da Barquinha,2023,5,Santarém,1289,3068,75,0,0,36,32,12,9,3572,56,710,19,164,4357
6340,Vila Nova da Barquinha,2023,6,Santarém,1154,3223,12,0,0,26,24,20,11,3592,56,714,15,93,4377
6341,Vila Nova da Barquinha,2023,7,Santarém,939,3441,2,0,0,29,32,17,14,3596,56,713,15,94,4380
6342,Vila Nova da Barquinha,2023,8,Santarém,834,3548,6,0,2,37,27,28,13,3600,56,712,14,113,4382
6343,Vila Nova da Barquinha,2023,9,Santarém,805,3578,7,0,0,20,22,11,11,3600,56,714,13,71,4383
6344,Vila Nova da Barquinha,2023,10,Santarém,780,3602,12,0,0,34,29,16,8,3600,56,713,13,99,4382
6345,Vila Nova da Barquinha,2023,11,Santarém,785,3610,6,0,0,42,35,24,6,3614,56,711,14,113,4395
6346,Vila Nova da Barquinha,2023,12,Santarém,675,3717,3,0,0,31,25,11,8,3613,56,709,14,78,4392
6347,Vila Nova da Barquinha,2024,1,Santarém,550,3847,4,0,1,40,29,25,9,3618,56,710,13,108,4397
6348,Vila Nova da Barquinha,2024,2,Santarém,394,4005,4,0,0,24,20,22,1,3615,56,710,18,71,4399
6349,Vila Nova da Barquinha,2024,3,Santarém,240,4155,2,0,0,31,23,20,6,3617,56,707,15,82,4395
6350,Vila Nova de Cerveira,2022,3,Viana do Castelo,4253,2478,1,0,0,7,5,3,2,5524,103,1045,59,18,6731
6351,Vila Nova de Cerveira,2022,4,Viana do Castelo,4301,2437,1,0,0,7,6,5,7,5529,103,1047,59,26,6738
6352,Vila Nova de Cerveira,2022,5,Viana do Castelo,4200,2540,1,0,0,10,9,4,4,5533,103,1045,59,28,6740
6353,Vila Nova de Cerveira,2022,6,Viana do Castelo,4198,2546,1,0,0,14,16,5,6,5535,103,1050,56,42,6744
6354,Vila Nova de Cerveira,2022,7,Viana do Castelo,4188,2565,0,0,0,12,9,2,4,5539,103,1052,59,27,6753
6355,Vila Nova de Cerveira,2022,8,Viana do Castelo,4124,2632,0,0,0,25,22,3,12,5544,103,1055,54,62,6756
6356,Vila Nova de Cerveira,2022,9,Viana do Castelo,4103,2651,2,0,0,13,10,9,5,5545,103,1054,52,39,6754
6357,Vila Nova de Cerveira,2022,10,Viana do Castelo,4059,2701,11,0,0,15,14,7,2,5552,103,1053,52,49,6760
6358,Vila Nova de Cerveira,2022,11,Viana do Castelo,4043,2725,86,0,0,14,14,11,2,5561,102,1053,52,127,6768
6359,Vila Nova de Cerveira,2022,12,Viana do Castelo,3946,2832,61,0,0,30,18,16,6,5564,102,1056,56,131,6778
6360,Vila Nova de Cerveira,2023,1,Viana do Castelo,3890,2885,67,0,0,20,17,17,12,5568,102,1053,52,133,6775
6361,Vila Nova de Cerveira,2023,2,Viana do Castelo,3848,2924,49,0,0,20,15,12,9,5568,103,1052,49,105,6772
6362,Vila Nova de Cerveira,2023,3,Viana do Castelo,3000,3772,75,0,1,22,19,9,6,5568,103,1053,48,132,6772
6363,Vila Nova de Cerveira,2023,4,Viana do Castelo,1913,4858,169,1,0,39,33,16,10,5567,103,1053,48,268,6771
6364,Vila Nova de Cerveira,2023,5,Viana do Castelo,1448,5323,724,0,0,50,37,6,17,5567,103,1053,48,834,6771
6365,Vila Nova de Cerveira,2023,6,Viana do Castelo,1360,5437,98,0,0,50,44,12,16,5585,104,1060,48,220,6797
6366,Vila Nova de Cerveira,2023,7,Viana do Castelo,1271,5541,2,0,0,26,28,14,14,5591,104,1061,56,84,6812
6367,Vila Nova de Cerveira,2023,8,Viana do Castelo,1299,5508,7,0,5,48,39,20,9,5592,104,1061,50,128,6807
6368,Vila Nova de Cerveira,2023,9,Viana do Castelo,1021,5790,5,0,1,41,36,19,11,5597,104,1060,50,113,6811
6369,Vila Nova de Cerveira,2023,10,Viana do Castelo,857,5966,12,0,0,49,44,19,14,5606,104,1063,50,138,6823
6370,Vila Nova de Cerveira,2023,11,Viana do Castelo,836,5998,4,0,0,63,45,23,13,5607,104,1067,56,148,6834
6371,Vila Nova de Cerveira,2023,12,Viana do Castelo,761,6071,6,0,0,34,26,22,9,5607,104,1066,55,97,6832
6372,Vila Nova de Cerveira,2024,1,Viana do Castelo,880,5962,2,0,0,54,34,21,15,5617,104,1071,50,126,6842
6373,Vila Nova de Cerveira,2024,2,Viana do Castelo,798,6042,0,0,0,24,13,7,8,5614,103,1073,50,52,6840
6374,Vila Nova de Cerveira,2024,3,Viana do Castelo,660,6192,0,0,2,35,30,18,15,5618,103,1077,54,100,6852
6375,Vila Nova de Famalicão,2022,3,Braga,20861,34605,22,1,0,138,106,78,21,43373,601,10992,500,366,55466
6376,Vila Nova de Famalicão,2022,4,Braga,20831,34646,58,1,0,270,255,165,89,43389,601,10987,499,838,55477
6377,Vila Nova de Famalicão,2022,5,Braga,20218,35292,40,0,0,329,250,149,100,43429,602,10997,481,868,55510
6378,Vila Nova de Famalicão,2022,6,Braga,20372,35230,40,0,0,352,306,127,124,43461,603,11060,478,949,55602
6379,Vila Nova de Famalicão,2022,7,Braga,19201,36486,39,0,0,312,252,156,69,43531,603,11098,454,828,55687
6380,Vila Nova de Famalicão,2022,8,Braga,18061,37684,45,0,0,430,364,195,117,43585,603,11102,454,1151,55745
6381,Vila Nova de Famalicão,2022,9,Braga,17577,38195,46,3,0,328,292,205,106,43635,604,11082,451,980,55772
6382,Vila Nova de Famalicão,2022,10,Braga,16579,39219,123,0,0,273,242,202,85,43669,604,11081,443,925,55798
6383,Vila Nova de Famalicão,2022,11,Braga,16721,39150,741,1,0,337,268,161,72,43722,604,11079,466,1580,55871
6384,Vila Nova de Famalicão,2022,12,Braga,15470,40430,1284,0,12,310,290,212,92,43761,604,11076,459,2200,55900
6385,Vila Nova de Famalicão,2023,1,Braga,14944,41005,983,0,14,469,343,253,114,43812,604,11096,437,2176,55949
6386,Vila Nova de Famalicão,2023,2,Braga,14506,41517,566,2,0,343,308,207,116,43874,604,11117,428,1542,56023
6387,Vila Nova de Famalicão,2023,3,Braga,13250,42824,1196,0,80,406,345,265,119,43900,606,11139,429,2411,56074
6388,Vila Nova de Famalicão,2023,4,Braga,12773,43301,782,2,1,395,345,152,130,43900,606,11139,429,1807,56074
6389,Vila Nova de Famalicão,2023,5,Braga,12350,43724,916,1,1,496,375,191,177,43900,606,11139,429,2157,56074
6390,Vila Nova de Famalicão,2023,6,Braga,11561,44768,139,1,0,447,387,226,153,44114,606,11233,376,1353,56329
6391,Vila Nova de Famalicão,2023,7,Braga,10948,45471,25,1,0,444,398,254,154,44190,606,11269,354,1276,56419
6392,Vila Nova de Famalicão,2023,8,Braga,10309,46154,48,1,70,406,343,249,135,44222,606,11277,358,1252,56463
6393,Vila Nova de Famalicão,2023,9,Braga,9162,47344,44,0,0,326,270,213,114,44276,607,11273,350,967,56506
6394,Vila Nova de Famalicão,2023,10,Braga,8709,47864,89,0,1,454,370,260,123,44340,607,11273,353,1297,56573
6395,Vila Nova de Famalicão,2023,11,Braga,8241,48402,29,0,2,584,464,271,83,44367,607,11292,377,1433,56643
6396,Vila Nova de Famalicão,2023,12,Braga,7677,49002,13,0,1,339,278,285,61,44392,607,11303,377,977,56679
6397,Vila Nova de Famalicão,2024,1,Braga,7109,49640,21,0,1,528,393,349,91,44474,607,11323,345,1383,56749
6398,Vila Nova de Famalicão,2024,2,Braga,6122,50642,9,1,0,234,197,162,41,44502,607,11318,337,644,56764
6399,Vila Nova de Famalicão,2024,3,Braga,5653,51205,29,0,3,391,302,250,83,44566,607,11337,348,1058,56858
6400,Vila Nova de Foz Côa,2022,3,Guarda,4550,2166,1,0,0,7,7,2,2,5401,126,1166,23,19,6716
6401,Vila Nova de Foz Côa,2022,4,Guarda,4519,2190,1,0,0,17,14,11,6,5395,126,1166,22,49,6709
6402,Vila Nova de Foz Côa,2022,5,Guarda,4344,2358,1,0,0,24,21,13,7,5391,126,1163,22,66,6702
6403,Vila Nova de Foz Côa,2022,6,Guarda,4353,2358,0,1,0,21,23,12,11,5399,126,1165,21,68,6711
6404,Vila Nova de Foz Côa,2022,7,Guarda,4200,2508,0,0,0,19,14,4,10,5396,126,1165,21,47,6708
6405,Vila Nova de Foz Côa,2022,8,Guarda,4161,2555,0,0,0,15,14,7,13,5399,126,1167,24,49,6716
6406,Vila Nova de Foz Côa,2022,9,Guarda,4114,2599,1,0,0,13,9,10,5,5403,126,1163,21,38,6713
6407,Vila Nova de Foz Côa,2022,10,Guarda,4089,2621,4,1,0,12,9,9,11,5400,126,1163,21,46,6710
6408,Vila Nova de Foz Côa,2022,11,Guarda,4053,2665,36,0,0,22,17,14,5,5402,126,1169,21,94,6718
6409,Vila Nova de Foz Côa,2022,12,Guarda,4008,2720,41,0,1,14,15,12,10,5406,126,1171,25,93,6728
6410,Vila Nova de Foz Côa,2023,1,Guarda,3973,2759,32,0,0,23,17,13,12,5411,126,1175,20,97,6732
6411,Vila Nova de Foz Côa,2023,2,Guarda,3947,2797,22,0,0,12,15,9,8,5416,126,1174,28,66,6744
6412,Vila Nova de Foz Côa,2023,3,Guarda,3894,2835,26,0,0,27,16,14,4,5413,126,1171,19,87,6729
6413,Vila Nova de Foz Côa,2023,4,Guarda,3802,2927,42,0,0,20,15,15,10,5413,126,1171,19,102,6729
6414,Vila Nova de Foz Côa,2023,5,Guarda,3727,3002,53,0,0,30,26,9,8,5413,126,1171,19,126,6729
6415,Vila Nova de Foz Côa,2023,6,Guarda,3869,2871,6,0,0,21,18,18,2,5413,126,1183,18,65,6740
6416,Vila Nova de Foz Côa,2023,7,Guarda,3580,3164,0,0,0,28,24,12,17,5414,127,1184,19,81,6744
6417,Vila Nova de Foz Côa,2023,8,Guarda,3538,3218,1,0,2,31,24,12,5,5425,127,1183,21,75,6756
6418,Vila Nova de Foz Côa,2023,9,Guarda,3556,3200,2,0,0,21,16,15,13,5427,128,1184,17,67,6756
6419,Vila Nova de Foz Côa,2023,10,Guarda,3464,3293,2,0,0,24,20,18,12,5428,127,1186,16,76,6757
6420,Vila Nova de Foz Côa,2023,11,Guarda,3555,3201,0,0,0,30,20,18,4,5423,127,1187,19,72,6756
6421,Vila Nova de Foz Côa,2023,12,Guarda,3366,3389,1,0,0,22,17,15,11,5424,127,1184,20,66,6755
6422,Vila Nova de Foz Côa,2024,1,Guarda,3385,3363,0,0,0,38,25,19,9,5425,127,1182,14,91,6748
6423,Vila Nova de Foz Côa,2024,2,Guarda,3284,3483,0,0,0,14,12,12,2,5417,127,1200,23,40,6767
6424,Vila Nova de Foz Côa,2024,3,Guarda,3207,3552,1,0,0,28,18,12,8,5419,127,1200,13,67,6759
6425,Vila Nova de Gaia,2022,3,Porto,55647,105146,28,2,0,452,357,385,156,136288,1175,22304,1026,1380,160793
6426,Vila Nova de Gaia,2022,4,Porto,56969,103917,98,2,0,921,843,673,321,136348,1175,22325,1038,2858,160886
6427,Vila Nova de Gaia,2022,5,Porto,54256,106704,54,2,0,1101,814,806,285,136400,1175,22342,1043,3062,160960
6428,Vila Nova de Gaia,2022,6,Porto,54249,106908,46,0,0,1240,1028,647,361,136516,1175,22369,1097,3322,161157
